Product Name,Price,Description,Rating,RAM_GB,ROM_GB,Screen_cm,Rear_Camera_MP,Front_Camera_MP,Battery_mAh,Is_5G,Price_INR,Brand,Value_Score,Cluster,Cluster_Label
"REDMI A4 (Starry Black, 64 GB)","₹9,650",4 GB RAM | 64 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.3,4.0,64.0,17.48,50.0,8.0,5160.0,0.0,9650.0,Redmi,2.138860103626943,1.0,Budget Workhorse
"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)","₹7,997",4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) HD+ Display32MP Rear Camera6300 mAh Battery1 year brand Warranty,4.3,4.0,64.0,17.12,32.0,8.0,6300.0,0.0,7997.0,realme,3.1511816931349257,1.0,Budget Workhorse
"POCO C75 5G (Silver Stardust, 128 GB)","₹9,299",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,4.0,128.0,17.48,50.0,5.0,5160.0,1.0,9299.0,Poco,2.2195935046779223,1.0,Budget Workhorse
"realme Narzo 80 Lite 4G (Beach Gold, 64 GB)","₹8,010",4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) HD+ Display32MP Rear Camera6300 mAh Battery1 year brand Warranty,4.3,4.0,64.0,17.12,32.0,8.0,6300.0,0.0,8010.0,realme,3.146067415730337,1.0,Budget Workhorse
"REDMI A4 (Sparkle Purple, 128 GB)","₹9,822",4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.3,4.0,128.0,17.48,50.0,8.0,5160.0,0.0,9822.0,Redmi,2.1014050091631034,1.0,Budget Workhorse
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","₹11,509",4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display32MP Rear Camera6000 mAh Battery1 Year Warranty,4.3,4.0,128.0,16.94,32.0,8.0,6000.0,0.0,11509.0,realme,2.085324528629768,1.0,Budget Workhorse
"realme C71 (Obsidian Black, 128 GB)","₹9,699",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.2,6.0,128.0,17.14,13.0,5.0,6300.0,0.0,9699.0,realme,3.8973090009279305,0.0,Value King
"REDMI A4 (Sparkle Purple, 64 GB)","₹9,895",4 GB RAM | 64 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.3,4.0,64.0,17.48,50.0,8.0,5160.0,0.0,9895.0,Redmi,2.085901970692269,1.0,Budget Workhorse
"Ai+ Nova 5G (Purple, 128 GB)","₹9,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,3.9,8.0,128.0,17.13,50.0,5.0,5000.0,0.0,9499.0,Ai+,4.210969575744815,0.0,Value King
"realme C63 (Jade Green, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3,4.0,128.0,17.13,50.0,8.0,5000.0,0.0,9499.0,realme,2.1054847878724074,1.0,Budget Workhorse
"realme C71 (Obsidian Black, 64 GB)","₹8,133",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3,4.0,64.0,17.14,13.0,5.0,6300.0,0.0,8133.0,realme,3.098487642936186,1.0,Budget Workhorse
"Ai+ Nova 5G (Green, 128 GB)","₹9,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,5.0,8.0,128.0,17.13,50.0,5.0,5000.0,0.0,9499.0,Ai+,4.210969575744815,0.0,Value King
"POCO M6 5G (Orion Blue, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,2.0,4.0,64.0,17.12,50.0,5.0,5000.0,0.0,8999.0,Poco,2.22246916324036,1.0,Budget Workhorse
"POCO M6 5G (Polaris Green, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,4.0,64.0,17.12,50.0,5.0,5000.0,0.0,8999.0,Poco,2.22246916324036,1.0,Budget Workhorse
"Tecno Spark 30C 5G (Aurora Cloud, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,5.0,4.0,64.0,16.94,48.0,8.0,5000.0,1.0,9999.0,Tecno,2.000200020002,1.0,Budget Workhorse
"Ai+ Nova 5G (Blue, 128 GB)","₹9,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,5.0,8.0,128.0,17.13,50.0,5.0,5000.0,0.0,9499.0,Ai+,4.210969575744815,0.0,Value King
"Samsung M05 (Mint Green, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3,4.0,64.0,17.02,50.0,8.0,5000.0,0.0,9999.0,Samsung,2.000200020002,1.0,Budget Workhorse
"REDMI A3X (Midnight Black, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5.0,4.0,128.0,17.04,8.0,5.0,5000.0,0.0,8999.0,Redmi,2.22246916324036,1.0,Budget Workhorse
"Samsung Galaxy A06 (Light Blue, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,1.0,4.0,64.0,17.02,41.4,8.0,5000.0,0.0,9999.0,Samsung,2.000200020002,1.0,Budget Workhorse
"LAVA Storm Lite 5G (Cosmic Titanium, 128 GB)","₹9,599",4 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,4.3,4.0,128.0,17.02,50.0,8.0,5000.0,0.0,9599.0,LAVA,2.0835503698301907,1.0,Budget Workhorse
"Tecno Spark Go 5G (Turquoise Green, 128 GB)","₹10,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryDimensity 6400 5G Processor1 Year Manufacturer Warranty for Handset,4.0,4.0,128.0,17.12,50.0,5.0,6000.0,1.0,10999.0,Tecno,2.1820165469588146,1.0,Budget Workhorse
"OPPO A18 (Glowing Blue, 64 GB)","₹9,687",4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) HD+ Display8MP + 2MP | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5.0,4.0,64.0,16.66,64.4,5.0,5000.0,0.0,9687.0,Oppo,2.0646226902033655,1.0,Budget Workhorse
"Samsung Galaxy A06 (Gold, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2,4.0,64.0,17.02,41.4,8.0,5000.0,0.0,9999.0,Samsung,2.000200020002,1.0,Budget Workhorse
"realme C61 (Safari Green, 128 GB)","₹8,199",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,5.0,6.0,128.0,17.13,32.0,5.0,5000.0,0.0,8199.0,realme,3.658982802780827,0.0,Value King
"Motorola g04s (Sea Green, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,5.0,4.0,64.0,16.76,50.0,5.0,5000.0,0.0,9999.0,Motorola,2.000200020002,1.0,Budget Workhorse
"REDMI A3X (Ocean Green, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,4.0,128.0,17.04,8.0,5.0,5000.0,0.0,8999.0,Redmi,2.22246916324036,1.0,Budget Workhorse
"REDMI 13C (Starfrost White, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,3.9,6.0,128.0,17.12,50.0,8.0,5000.0,0.0,9999.0,Redmi,3.0003000300030003,0.0,Value King
"REDMI 12 (Moonstone Silver, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.2,4.0,128.0,17.25,43.4,8.0,5000.0,0.0,9499.0,Redmi,2.1054847878724074,1.0,Budget Workhorse
"realme C61 (Marble Black, 128 GB)","₹8,199",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.2,6.0,128.0,17.13,32.0,5.0,5000.0,0.0,8199.0,realme,3.658982802780827,0.0,Value King
"Tecno Spark Go 2024 (Gravity Black, 128 GB)","₹8,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display13MP + 0.08MP | 8MP Front Camera5000 mAh BatteryUnisoc T606 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories,4.1,4.0,128.0,16.66,42.4,8.0,5000.0,0.0,8499.0,Tecno,2.3532180256500763,1.0,Budget Workhorse
"Samsung Galaxy A04 (Copper, 64 GB)","₹9,800",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 5MP Front Camera5000 mAh Lithium Ion BatteryMediatek Helio P35 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,4.0,64.0,16.51,90.4,5.0,5000.0,0.0,9800.0,Samsung,2.0408163265306123,1.0,Budget Workhorse
"REDMI 13C 5G (Starlight Black, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,4.0,128.0,17.12,50.0,5.0,5000.0,0.0,9999.0,Redmi,2.000200020002,1.0,Budget Workhorse
"LAVA Blaze Dragon (Midnight Mist, 128 GB)","₹9,998",4 GB RAM | 128 GB ROM17.14 cm (6.75 inch) Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,4.2,4.0,128.0,17.14,50.0,8.0,5000.0,0.0,9998.0,LAVA,2.000400080016003,1.0,Budget Workhorse
"REDMI 13c 5G (Starlight Black, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.3,4.0,128.0,17.12,50.0,8.0,5000.0,0.0,9999.0,Redmi,2.000200020002,1.0,Budget Workhorse
"Tecno Spark 10 Pro (Lunar Eclipse, 128 GB)","₹9,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.97 cm (6.68 inch) Full HD+ Display50MP Rear Camera | 32MP Front Camera5000 mAh BatteryMediatek Helio G88 Processor1 Year Warranty,4.3,8.0,128.0,16.97,50.0,32.0,5000.0,0.0,9499.0,Tecno,4.210969575744815,0.0,Value King
"REDMI 13C (Stardust Black, 128 GB)","₹10,290",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1,6.0,128.0,17.12,50.0,8.0,5000.0,0.0,10290.0,Redmi,2.9154518950437316,0.0,Value King
"realme C63 (Jade Green, 64 GB)","₹8,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3,4.0,64.0,17.13,50.0,8.0,5000.0,0.0,8499.0,realme,2.3532180256500763,1.0,Budget Workhorse
"REDMI 13C 5G (Startrail Silver, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,4.0,128.0,17.12,50.0,5.0,5000.0,0.0,9999.0,Redmi,2.000200020002,1.0,Budget Workhorse
"Infinix SMART 10 (Titanium Silver, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5000 mAh BatteryUniSoc T7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,3.9,4.0,64.0,16.94,8.0,8.0,5000.0,0.0,7999.0,Infinix,2.5003125390673833,1.0,Budget Workhorse
"REDMI 13c 5G (Startrail Green, 128 GB)","₹9,829",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.3,6.0,128.0,17.12,50.0,8.0,5000.0,0.0,9829.0,Redmi,3.0521924916064704,0.0,Value King
"Tecno Spark 30C 5G (Midnight Shadow, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,4.0,4.0,64.0,16.94,48.0,8.0,5000.0,1.0,9999.0,Tecno,2.000200020002,1.0,Budget Workhorse
"realme C63 (Leather Blue, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.2,4.0,64.0,17.13,50.0,8.0,5000.0,0.0,7999.0,realme,2.5003125390673833,1.0,Budget Workhorse
"itel A90 (Aurora Blue, 64 GB)","₹7,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T7100 Processor1 year manufacturer Warranty,5.0,4.0,64.0,16.76,13.0,5.0,5000.0,0.0,7499.0,itel,2.6670222696359516,1.0,Budget Workhorse
"Motorola e13 (Cosmic Black, 64 GB)","₹9,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,5.0,2.0,64.0,16.51,13.0,5.0,5000.0,0.0,9999.0,Motorola,1.000100010001,1.0,Budget Workhorse
"Tecno Spark 30C 5G (Azure Sky, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display48MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,3.9,4.0,64.0,16.94,48.0,8.0,5000.0,1.0,9999.0,Tecno,2.000200020002,1.0,Budget Workhorse
"Samsung Galaxy A05s (Light Green, 128 GB)","₹9,990",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Battery680 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.0,4.0,128.0,17.07,42.8,13.0,5000.0,0.0,9990.0,Samsung,2.002002002002002,1.0,Budget Workhorse
"REDMI A2+ (Aqua Blue, 128 GB)","₹6,322","4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP + 8MP | 5MP + 5MP Dual Front Camera5000 mAh BatteryOCTA CORE Processor1 Year and 6 months for Battery,Accessories",3.0,4.0,128.0,16.56,9.0,8.0,5000.0,0.0,6322.0,Redmi,3.1635558367605188,1.0,Budget Workhorse
"Tecno Spark 10 (Magic Skin Orange, 128 GB)","₹9,299",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediatek Helio G37 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.2,8.0,128.0,16.76,50.0,8.0,5000.0,0.0,9299.0,Tecno,4.301537799763415,0.0,Value King
"Infinix Hot 50 5G (Sage Green, 128 GB)","₹10,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display48MP + Depth Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.0,8.0,128.0,17.02,50.0,8.0,5000.0,0.0,10999.0,Infinix,3.6366942449313573,0.0,Value King
"Samsung Galaxy M04 (Light Green, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM16.51 cm (6.5 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio P35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,5.0,4.0,64.0,16.51,27.8,5.0,5000.0,0.0,8999.0,Samsung,2.22246916324036,1.0,Budget Workhorse
"Motorola G32 (Satin Maroon, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories,4.3,8.0,128.0,16.51,46.4,16.0,5000.0,0.0,18999.0,Motorola,2.1053739670508973,0.0,Value King
"LAVA Yuva 3PRO DS with Premium Glass Back Design|5000 mAh Battery|Expandable Upto 1TB (DESERT GOLD, 12...","₹8,498",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryUnisoc Tiger T616 (12 nm) Processor1 Year Handset Domestic Warranty and 6 Months Warranty on Accessories,4.0,8.0,128.0,16.51,39.0,8.0,5000.0,0.0,8498.0,LAVA,4.706989879971758,0.0,Value King
